name	type	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
singles-BM0828-LMPP-frozen-151105-33	LMPP	36.693	-3.4679	-1.3316	4.7059	4.5235	1.2444	1.1603	-0.44001	-1.9482	-2.224
singles-BM0828-LMPP-frozen-151105-34	LMPP	33.688	-2.6749	1.0381	4.5691	3.5146	0.37395	1.0866	-0.80532	-2.1901	-2.1667
singles-BM0828-LMPP-frozen-151105-35	LMPP	36.759	-3.5836	-0.81804	4.9762	4.4268	0.69073	1.2551	-0.42739	-1.9685	-2.2675
singles-BM0828-LMPP-frozen-151105-36	LMPP	36.817	-3.992	-1.0023	4.6154	4.2206	0.38307	1.1671	-0.39996	-1.8945	-2.2878
singles-BM0828-LMPP-frozen-151105-37	LMPP	36.763	-2.5223	-2.4664	5.1559	4.5731	1.3734	1.1418	-0.51268	-1.5881	-2.4082
singles-BM0828-LMPP-frozen-151105-38	LMPP	36.838	-3.1052	-0.58324	4.6403	3.9712	0.27549	1.45	-0.65433	-1.7235	-2.2438
singles-BM0828-LMPP-frozen-151105-39	LMPP	36.702	-4.5632	-0.72328	4.9393	4.1867	0.85048	1.1688	-0.63838	-1.9946	-2.1409
singles-BM0828-LMPP-frozen-151105-40	LMPP	37.46	-4.4038	-1.0835	4.7908	4.177	0.92948	1.2772	-0.40125	-1.8441	-2.2733
singles-BM0828-LMPP-frozen-151105-41	LMPP	37.131	-4.5617	-0.87893	4.7645	4.1421	0.64692	1.1599	-0.72654	-1.5829	-2.3158
singles-BM0828-LMPP-frozen-151105-42	LMPP	36.558	-3.477	-0.7264	5.0074	4.1914	0.51095	1.1607	-0.46822	-2.0035	-2.3046
singles-BM0828-LMPP-frozen-151105-43	LMPP	37.422	-3.4628	-2.3274	4.4638	3.9955	0.8251	1.141	-0.77787	-1.5685	-2.2359
singles-BM0828-LMPP-frozen-151105-44	LMPP	37.295	-3.7665	-1.2328	4.6165	3.7203	0.16791	1.3451	-0.60377	-1.8178	-2.2721
singles-BM0828-LMPP-frozen-151105-45	LMPP	37.3	-4.165	-1.6175	4.6796	4.0879	0.89677	0.97249	-0.59958	-1.59	-2.2458
singles-BM0828-LMPP-frozen-151105-47	LMPP	34.324	-1.491	-0.028499	5.6897	4.1661	1.0934	1.2811	-0.52641	-2.0748	-2.0713
singles-BM0828-LMPP-frozen-151105-48	LMPP	36.221	-2.9564	-0.61513	4.9247	3.8346	0.53331	0.98026	-0.43862	-1.9484	-2.2992
singles-BM0828-LMPP-frozen-151105-49	LMPP	36.092	-3.3609	-0.37577	5.0853	4.0903	0.37678	1.3445	-0.42671	-2.1832	-2.25
singles-BM0828-LMPP-frozen-151105-50	LMPP	37.434	-3.8318	-1.858	4.6734	4.4978	0.7937	1.2026	-0.51928	-1.7132	-2.3673
singles-BM0828-LMPP-frozen-151105-52	LMPP	36.905	-4.2578	-0.4808	4.71	4.0016	0.925	1.3991	-0.52855	-2.0648	-2.359
singles-BM0828-LMPP-frozen-151105-53	LMPP	32.963	-0.82231	0.13576	6.6139	3.843	0.89809	1.584	-1.0084	-1.7018	-2.3447
singles-BM0828-LMPP-frozen-151105-55	LMPP	35.97	-1.7404	-1.3486	5.4667	4.3293	1.1406	1.0597	-0.66822	-1.5291	-2.4021
singles-BM0828-LMPP-frozen-151105-56	LMPP	35.239	-3.0074	-0.11223	5.1145	4.4599	0.81327	1.1077	-0.49832	-2.1527	-2.2765
singles-BM0828-LMPP-frozen-151105-57	LMPP	36.588	-2.8971	-0.65573	4.8564	4.1074	0.52	1.3282	-0.36166	-2.004	-2.2743
singles-BM0828-LMPP-frozen-151105-58	LMPP	35.967	-2.729	-0.69909	4.9003	4.4316	1.0247	0.94628	-0.63643	-1.7136	-2.2886
singles-BM0828-LMPP-frozen-151105-59	LMPP	37.23	-3.1353	-2.1204	4.7845	4.2931	1.1143	1.0678	-0.59411	-1.6415	-2.2513
singles-BM0828-LMPP-frozen-151105-60	LMPP	37.129	-4.2692	-2.0975	4.6218	4.5877	1.4135	1.1161	-0.50152	-1.5226	-2.2885
singles-BM0828-LMPP-frozen-151105-61	LMPP	37.105	-2.5879	-1.2599	5.1844	4.1536	0.44605	1.5083	-0.52097	-1.9263	-2.2799
singles-BM0828-LMPP-frozen-151105-62	LMPP	34.469	-3.1586	0.16337	4.6796	3.5441	-0.14068	0.8036	-0.7455	-1.9203	-2.1621
singles-BM0828-LMPP-frozen-151105-63	LMPP	36.296	-3.9297	-1.4904	4.6297	4.7806	1.0446	0.9998	-0.14344	-1.8229	-2.2013
singles-BM0828-LMPP-frozen-151105-64	LMPP	36.761	-4.0431	-2.5386	4.3458	4.6676	1.1572	0.95743	-0.54057	-1.4188	-2.2722
singles-BM0828-LMPP-frozen-151105-65	LMPP	35.617	-3.9137	0.42156	4.752	3.9368	0.70058	1.1775	-0.62491	-2.0236	-2.2606
singles-BM0828-LMPP-frozen-151105-66	LMPP	37.076	-4.767	-1.1442	4.9574	4.1038	0.76296	1.1919	-0.74264	-2.0178	-2.3313
singles-BM0828-LMPP-frozen-151105-67	LMPP	37.75	-4.869	-1.3026	4.9365	3.8772	0.70589	1.4933	-0.7272	-1.87	-2.1907
singles-BM0828-LMPP-frozen-151105-69	LMPP	36.973	-4.4217	-0.99545	4.6696	4.1162	0.61964	1.0576	-0.65289	-1.7451	-2.3338
singles-BM0828-LMPP-frozen-151105-70	LMPP	37.768	-2.7583	-2.6984	5.1242	4.2716	1.0079	1.6776	-0.37056	-2.0342	-2.408
singles-BM0828-LMPP-frozen-151105-71	LMPP	37.14	-3.0531	-2.5682	4.9673	4.7459	1.1439	1.3795	-0.076473	-1.6827	-2.2726
singles-BM0828-LMPP-frozen-151105-72	LMPP	34.516	-1.442	0.39769	4.5893	3.6373	0.43414	1.0872	-0.62714	-1.9661	-2.3579
singles-BM0828-LMPP-frozen-151105-73	LMPP	35.456	-3.3218	0.088323	5.0916	4.0865	0.65726	1.1824	-0.82117	-2.0644	-2.2095
singles-BM0828-LMPP-frozen-151105-74	LMPP	33.447	-0.099584	0.24688	5.2787	3.8887	0.21857	1.163	-0.74153	-1.7227	-2.3281
singles-BM0828-LMPP-frozen-151105-75	LMPP	36.243	-3.5794	-0.21717	4.716	3.919	0.71852	1.1147	-0.55266	-1.9858	-2.2265
singles-BM0828-LMPP-frozen-151105-76	LMPP	35.563	-2.7773	-0.24283	5.1758	4.284	0.63809	1.1456	-0.46978	-2.1044	-2.2596
singles-BM0828-LMPP-frozen-151105-77	LMPP	33.708	-1.6614	0.33322	5.1151	3.8695	1.1658	0.59343	-0.46682	-1.7811	-2.3209
singles-BM0828-LMPP-frozen-151105-78	LMPP	36.149	-3.6882	-0.088772	4.9204	4.063	0.20321	1.4559	-0.33143	-2.0573	-2.3143
singles-BM0828-LMPP-frozen-151105-79	LMPP	34.574	-3.6874	0.49795	4.7637	3.5979	0.14949	0.82332	-0.72721	-1.8861	-2.134
singles-BM0828-LMPP-frozen-151105-80	LMPP	36.017	-3.9337	-0.15164	4.843	4.0573	0.95328	1.2451	-0.4794	-2.1912	-2.2207
singles-BM0828-LMPP-frozen-151105-81	LMPP	37.336	-4.2892	-1.3951	4.4639	4.1529	0.95582	1.0873	-0.40645	-1.595	-2.3352
singles-BM0828-LMPP-frozen-151105-82	LMPP	35.052	-2.3438	-0.25459	4.3061	3.9214	-0.016084	1.0294	-0.48531	-1.9261	-2.4046
singles-BM0828-LMPP-frozen-151105-83	LMPP	37.548	-3.7864	-2.5541	4.7254	4.5807	1.229	1.3132	-0.3246	-1.7262	-2.2244
singles-BM0828-LMPP-frozen-151105-84	LMPP	36.711	-5.4696	-0.059321	4.3787	3.3536	0.62494	1.4208	-0.61503	-1.8111	-2.4216
singles-BM0828-LMPP-frozen-151105-85	LMPP	36.911	-4.0324	-0.88935	4.7691	4.4046	0.92461	1.1953	-0.41909	-1.9271	-2.311
singles-BM0828-LMPP-frozen-151105-86	LMPP	37.4	-5.3887	-1.203	4.7988	3.7232	0.55681	1.1163	-0.53561	-1.7197	-2.2203
singles-BM0828-LMPP-frozen-151105-87	LMPP	36.626	-3.6918	-0.73483	4.8536	4.2322	0.7552	1.0927	-0.63988	-1.9172	-2.274
singles-BM0828-LMPP-frozen-151105-88	LMPP	36.493	-3.2037	-1.737	4.95	4.7569	1.0145	1.1268	-0.045415	-1.8111	-2.1976
singles-BM0828-LMPP-frozen-151105-89	LMPP	37.887	-5.396	-1.5637	4.7037	4.4881	1.1236	1.5631	-0.39739	-1.6453	-2.386
singles-BM0828-LMPP-frozen-151105-90	LMPP	36.757	-4.3829	-1.9128	4.4	4.4754	1.0836	0.90049	-0.73258	-1.4856	-2.2819
singles-BM0828-LMPP-frozen-151105-91	LMPP	36.144	-2.2189	-1.1147	4.99	4.2849	0.38058	1.0855	-0.63881	-1.8426	-2.3287
singles-BM0828-LMPP-frozen-151105-92	LMPP	36.98	-3.2319	-1.217	4.7974	4.3933	0.74258	1.148	-0.55479	-1.7253	-2.3634
singles-BM0828-LMPP-frozen-151105-95	LMPP	35.866	-3.3966	-1.9231	4.2944	4.4146	0.85681	0.73637	-0.97706	-1.3697	-2.33
singles-BM0828-LMPP-frozen-151105-96	LMPP	36.023	-3.1128	-0.9772	4.6063	3.9856	0.66642	0.90661	-0.94506	-1.892	-2.304
singles-BM0828-CMP-frozen-151118-1	CMP	35.754	-8.7903	-3.0805	5.2253	4.3126	1.6662	1.7128	-0.63655	-1.4455	-2.2689
singles-BM0828-CMP-frozen-151118-2	CMP	37.061	-7.7577	-3.156	5.2485	4.42	1.4361	1.8328	-0.66948	-1.6637	-2.2483
singles-BM0828-CMP-frozen-151118-3	CMP	37.573	-6.2663	-0.94834	5.1339	4.0903	0.74028	1.6869	-0.76451	-1.8038	-2.3634
singles-BM0828-CMP-frozen-151118-4	CMP	33.119	-10.31	-2.9906	5.2797	4.1244	1.7659	2.039	-0.51722	-1.5778	-2.2975
singles-BM0828-CMP-frozen-151118-5	CMP	35.868	-8.013	-3.1225	5.3037	4.6215	1.8771	1.7525	-0.31009	-1.5053	-2.1785
singles-BM0828-CMP-frozen-151118-6	CMP	36.442	-8.308	-1.1302	4.8404	3.5963	1.4465	1.8799	-0.74266	-1.5933	-2.2856
singles-BM0828-CMP-frozen-151118-10	CMP	32.677	-8.7274	-4.1685	5.3432	4.8831	1.9641	1.6056	-0.10914	-1.7796	-2.264
singles-BM0828-CMP-frozen-151118-11	CMP	37.16	-7.4515	-1.5202	5.0794	4.1162	1.0569	1.7095	-0.44629	-1.471	-2.0685
singles-BM0828-CMP-frozen-151118-12	CMP	36.237	-7.9567	-0.56517	4.728	3.4714	1.376	1.7459	-0.75915	-1.6127	-2.3616
singles-BM0828-CMP-frozen-151118-13	CMP	35.169	-9.4052	-2.0994	5.1987	4.3161	1.5231	1.9303	-0.58224	-1.6317	-2.3113
singles-BM0828-CMP-frozen-151118-14	CMP	36.605	-7.0821	-2.621	4.9069	4.4512	1.8113	1.4602	-0.68019	-1.3058	-2.3736
singles-BM0828-CMP-frozen-151118-15	CMP	36.513	-7.4862	-2.793	4.5442	4.1531	1.7141	1.502	-0.62172	-1.1712	-2.1637
singles-BM0828-CMP-frozen-151118-18	CMP	37.485	-7.2194	-1.5734	5.1275	4.1042	1.116	1.7127	-0.81114	-1.5595	-2.2766
singles-BM0828-CMP-frozen-151118-19	CMP	35.391	-7.7354	-2.7639	5.0989	4.9007	2.004	1.8099	-0.18245	-1.7048	-2.1691
singles-BM0828-CMP-frozen-151118-21	CMP	33.485	-9.167	-3.831	5.1046	4.1384	1.7621	1.604	-0.9868	-1.1239	-2.3206
singles-BM0828-CMP-frozen-151118-22	CMP	36.092	-7.0394	-3.7643	5.1002	4.5994	1.9113	1.5503	-0.71168	-1.5725	-2.1419
singles-BM0828-CMP-frozen-151118-23	CMP	36.044	-8.7182	-2.4083	5.4014	4.0718	1.5391	1.6858	-0.7019	-1.5252	-2.1363
singles-BM0828-CMP-frozen-151118-24	CMP	36.721	-7.1728	-1.6014	4.4578	3.7436	1.8408	1.452	-0.44773	-1.47	-2.1444
singles-BM0828-CMP-frozen-151118-25	CMP	31.076	-10.596	-3.1788	6.0877	3.8993	0.61222	2.0205	-0.5562	-2.057	-2.4401
singles-BM0828-CMP-frozen-151118-26	CMP	36.998	-6.6701	-0.68066	4.4983	3.8375	1.2991	1.4033	-0.46131	-1.5957	-2.2759
singles-BM0828-CMP-frozen-151118-28	CMP	38.014	-5.9577	-1.8809	5.0075	3.9877	0.60679	1.6613	-0.87224	-1.7104	-2.2827
singles-BM0828-CMP-frozen-151118-30	CMP	34.039	-8.7942	-4.1058	5.3304	4.4506	1.5926	1.5499	-0.94184	-1.2657	-2.2544
singles-BM0828-CMP-frozen-151118-31	CMP	32.664	-10.854	-2.59	5.5057	3.6026	1.0082	1.8953	-0.77415	-1.6139	-2.3469
singles-BM0828-CMP-frozen-151118-32	CMP	37.373	-6.9962	-0.69014	4.9031	3.5008	0.89558	1.808	-0.58079	-1.7458	-2.3486
singles-BM0828-CMP-frozen-151118-33	CMP	36.488	-6.1858	-3.8549	4.8245	4.9427	1.6626	1.9194	-0.20164	-1.659	-2.1055
singles-BM0828-CMP-frozen-151118-35	CMP	36.783	-8.0664	-2.712	5.3544	4.4033	1.524	1.7449	-0.65042	-1.5237	-2.2958
singles-BM0828-CMP-frozen-151118-36	CMP	37.925	-7.2268	-2.1791	5.2036	3.859	1.0314	1.6984	-0.73079	-1.6752	-2.3427
singles-BM0828-CMP-frozen-151118-37	CMP	33.073	-10.383	-3.0347	5.7934	4.1777	1.1886	2.0944	-0.61686	-1.8107	-2.4144
singles-BM0828-CMP-frozen-151118-38	CMP	36.324	-7.7981	-3.4379	5.4303	4.4237	1.5969	1.7452	-0.84639	-1.4202	-2.2203
singles-BM0828-CMP-frozen-151118-39	CMP	33.832	-8.7472	-3.3011	5.0113	4.2514	2.1909	1.6663	-0.92331	-1.2266	-2.2256
singles-BM0828-CMP-frozen-151118-40	CMP	36.646	-6.9621	-4.4572	5.2096	4.341	1.3642	1.6895	-0.70897	-1.3139	-2.256
singles-BM0828-CMP-frozen-151118-41	CMP	33.897	-9.3231	-3.4479	6.1331	3.8333	1.3284	1.9275	-1.0436	-1.6675	-2.1637
singles-BM0828-CMP-frozen-151118-42	CMP	35.201	-6.4466	-4.6978	5.3859	4.7461	1.6427	2.0755	-0.28882	-1.9013	-1.9446
singles-BM0828-CMP-frozen-151118-43	CMP	37.448	-6.4351	-3.4083	5.2116	4.6354	1.3607	1.6306	-0.64453	-1.5035	-2.1872
singles-BM0828-CMP-frozen-151118-44	CMP	35.352	-7.529	-3.7597	4.5192	4.3551	2.0968	1.6154	-0.29874	-1.2082	-2.2364
singles-BM0828-CMP-frozen-151118-45	CMP	36.965	-4.6772	-4.0313	4.4922	4.5567	1.3815	1.3392	-0.43581	-1.2982	-2.1816
singles-BM0828-CMP-frozen-151118-46	CMP	37.247	-6.3258	-0.74275	4.6477	3.4907	1.068	1.3742	-0.73568	-1.558	-2.264
singles-BM0828-CMP-frozen-151118-47	CMP	35.228	-8.4952	-3.2171	5.1224	4.3426	1.9073	1.6242	-0.77728	-1.3424	-2.1793
singles-BM0828-CMP-frozen-151118-48	CMP	34.961	-9.0902	-2.5955	4.9826	3.6916	1.641	1.9023	-1.0759	-1.2972	-2.1842
singles-BM0828-CMP-frozen-151118-49	CMP	37.31	-7.5264	-2.6178	5.3988	4.1025	0.95399	2.022	-1.0426	-1.6957	-2.2942
singles-BM0828-CMP-frozen-151118-50	CMP	35.045	-8.4451	-3.0206	4.9307	4.1025	2.0196	1.7092	-0.98262	-1.318	-2.2233
singles-BM0828-CMP-frozen-151118-51	CMP	34.744	-7.6455	-4.2175	4.7921	4.804	1.9808	1.5473	-0.45346	-1.3259	-2.2245
singles-BM0828-CMP-frozen-151118-52	CMP	31.206	-10.908	-3.2517	5.5311	4.0677	1.5114	2.0633	-0.54474	-1.6835	-2.3963
singles-BM0828-CMP-frozen-151118-54	CMP	28.073	-11.668	-3.1194	5.3618	3.8985	1.1857	1.8458	-0.2312	-1.7617	-2.4651
singles-BM0828-CMP-frozen-151118-55	CMP	36.996	-7.5551	-2.6668	5.2199	4.5535	1.5376	1.6068	-0.47822	-1.5253	-2.2665
singles-BM0828-CMP-frozen-151118-56	CMP	33.207	-10.28	-2.8261	5.4339	4.184	1.4468	1.6921	-0.73628	-1.7236	-2.1563
singles-BM0828-CMP-frozen-151118-57	CMP	36.561	-8.08	-2.507	5.1766	4.476	1.4422	1.5178	-0.70386	-1.5931	-2.2878
singles-BM0828-CMP-frozen-151118-58	CMP	33.652	-9.6058	-2.9365	5.6531	3.9157	1.031	1.8754	-1.2941	-1.6372	-2.2108
singles-BM0828-CMP-frozen-151118-59	CMP	34.45	-9.2067	-3.1109	6.08	4.1056	1.2381	2.0021	-1.0141	-1.5282	-2.1853
singles-BM0828-CMP-frozen-151118-60	CMP	37.569	-6.5148	-1.4642	4.6434	4.0409	1.4872	1.5282	-0.45625	-1.6489	-2.3446
singles-BM0828-CMP-frozen-151118-61	CMP	33.377	-10.479	-2.644	5.6587	3.8709	1.1953	2.1166	-0.62793	-1.7451	-2.4476
singles-BM0828-CMP-frozen-151118-62	CMP	25.402	-11.378	-4.1255	5.6497	3.4049	0.22194	1.6743	-0.45085	-1.837	-2.3872
singles-BM0828-CMP-frozen-151118-63	CMP	37.024	-6.2246	-3.3113	4.5559	4.3501	1.7254	1.3736	-0.57233	-1.3423	-2.2193
singles-BM0828-CMP-frozen-151118-64	CMP	36.04	-7.8278	-3.3901	5.3575	4.6047	1.5554	1.9726	-0.53977	-1.9076	-2.0473
singles-BM0828-CMP-frozen-151118-65	CMP	33.85	-8.5339	-4.1833	4.9124	4.544	1.8892	1.4867	-0.72981	-1.1863	-2.1918
singles-BM0828-CMP-frozen-151118-67	CMP	37.172	-5.7699	-2.3884	4.6938	4.5753	1.3588	1.1735	-0.4773	-1.7165	-2.1262
singles-BM0828-CMP-frozen-151118-69	CMP	37.745	-6.0125	-2.6235	4.9326	4.1904	1.24	1.4065	-0.82236	-1.3668	-2.3609
singles-BM0828-CMP-frozen-151118-70	CMP	36.519	-6.8297	-1.8835	4.3394	4.2707	1.9189	1.442	-0.52288	-1.3141	-2.2711
singles-BM0828-CMP-frozen-151118-71	CMP	35.94	-8.616	-2.4003	5.1917	4.1192	1.8445	1.973	-0.72444	-1.543	-2.2717
singles-BM0828-CMP-frozen-151118-72	CMP	36.361	-7.4636	-0.51885	4.557	3.2514	1.4589	1.5737	-0.67308	-1.3908	-2.2778
singles-BM0828-CMP-frozen-151118-73	CMP	36.745	-7.1831	-2.3689	4.4823	4.3257	1.8951	1.576	-0.48571	-1.4676	-2.278
singles-BM0828-CMP-frozen-151118-74	CMP	30.623	-10.628	-2.3359	5.472	3.4176	1.5348	2.0113	-1.2928	-1.3871	-2.0922
singles-BM0828-CMP-frozen-151118-75	CMP	36.318	-6.8931	-3.2431	4.7129	4.4488	1.9395	1.4627	-0.50447	-1.2811	-2.108
singles-BM0828-CMP-frozen-151118-76	CMP	35.897	-8.9728	-2.3728	5.5125	3.8509	1.376	2.0334	-0.94341	-1.5942	-2.3275
singles-BM0828-CMP-frozen-151118-77	CMP	34.205	-9.6351	-2.6179	5.3273	4.2826	1.8307	1.8282	-0.64467	-1.5927	-2.2137
singles-BM0828-CMP-frozen-151118-79	CMP	38.105	-6.1144	-1.8308	4.9004	4.0936	1.0527	1.5647	-0.53762	-1.4629	-2.255
singles-BM0828-CMP-frozen-151118-80	CMP	32.506	-10.224	-2.3987	5.6531	3.9196	1.8023	2.0938	-0.85071	-1.6267	-2.164
singles-BM0828-CMP-frozen-151118-81	CMP	33.715	-9.6432	-2.123	5.8744	3.9881	1.1917	1.9943	-1.1051	-1.4716	-2.1677
singles-BM0828-CMP-frozen-151118-82	CMP	34.55	-8.264	-2.9045	5.0768	4.7126	2.0915	1.8356	-0.043939	-1.6521	-2.0792
singles-BM0828-CMP-frozen-151118-83	CMP	36.562	-7.8558	-2.4601	4.8924	4.4822	1.5992	1.5428	-0.61475	-1.4008	-2.3319
singles-BM0828-CMP-frozen-151118-84	CMP	37.957	-5.771	-1.0749	4.7832	3.7251	1.0212	1.6114	-0.59605	-1.7043	-2.2898
singles-BM0828-CMP-frozen-151118-85	CMP	37.27	-6.2276	-1.1357	4.692	3.9513	1.5692	1.4035	-0.54746	-1.6728	-2.2253
singles-BM0828-CMP-frozen-151118-86	CMP	35.874	-8.6177	-1.8043	5.2559	4.0555	1.6285	1.8076	-0.87479	-1.5567	-2.2093
singles-BM0828-CMP-frozen-151118-87	CMP	37.055	-7.808	-1.365	5.1184	3.6857	1.394	1.9215	-0.75979	-1.6467	-2.2518
singles-BM0828-CMP-frozen-151118-89	CMP	38.36	-5.3256	-2.9136	4.8779	4.2174	0.6293	1.6482	-0.42458	-1.6808	-2.2519
singles-BM0828-CMP-frozen-151118-90	CMP	23.754	-11.761	-3.3614	5.5168	3.0331	-0.093627	1.3018	-0.17953	-1.5259	-2.2845
singles-BM0828-CMP-frozen-151118-91	CMP	35.72	-8.5251	-3.5035	5.1303	3.78	1.6449	1.7733	-0.90265	-1.498	-2.1116
singles-BM0828-CMP-frozen-151118-92	CMP	37.295	-4.7406	-4.9434	5.0605	4.2245	0.79292	1.9985	-0.46766	-1.771	-2.1845
singles-BM0828-CMP-frozen-151118-95	CMP	35.681	-8.7417	-2.8366	5.3776	4.4726	1.7309	1.7753	-0.42918	-1.547	-2.259
singles-BM0828-CMP-frozen-151118-96	CMP	37.343	-6.62	-3.3463	4.8436	4.5251	1.5511	1.5915	-0.59254	-1.4988	-2.2455
singles-BM0828-CLP-frozen-151103-2	CLP	21.515	-0.82075	1.3352	1.6508	5.7054	0.76092	2.892	-0.52472	-1.4802	-2.2605
singles-BM0828-CLP-frozen-151103-3	CLP	26.188	-1.2389	0.73822	2.6266	5.9318	0.62298	2.8463	-0.49224	-1.6385	-2.2923
singles-BM0828-CLP-frozen-151103-4	CLP	21.132	-1.0722	1.3773	1.7197	5.6569	0.56881	3.0372	-0.76944	-1.467	-2.0134
singles-BM0828-CLP-frozen-151103-6	CLP	22.195	-0.52443	1.9394	1.8108	5.6554	0.24713	2.5643	-0.72544	-1.5086	-2.1845
singles-BM0828-CLP-frozen-151103-7	CLP	22.106	0.18732	1.8667	2.314	5.8357	0.41048	2.4607	-0.72135	-1.3978	-2.2879
singles-BM0828-CLP-frozen-151103-8	CLP	25.93	-1.2025	0.87789	2.6478	6.2073	0.84408	2.4859	-0.54437	-1.3764	-2.3368
singles-BM0828-CLP-frozen-151103-13	CLP	24.476	-1.1701	0.93116	2.1734	5.9471	0.58206	2.8043	-0.5991	-1.5483	-2.2024
singles-BM0828-CLP-frozen-151103-15	CLP	25.277	-1.3055	1.488	2.3259	5.8757	0.71212	2.5534	-0.5117	-1.3285	-2.3482
singles-BM0828-CLP-frozen-151103-17	CLP	27.991	-1.7102	0.46544	2.8698	6.2588	0.95486	2.404	-0.37658	-1.614	-2.316
singles-BM0828-CLP-frozen-151103-18	CLP	33.381	-2.7503	-0.92077	3.6944	5.9509	1.3703	1.8315	-0.36301	-1.3995	-2.471
singles-BM0828-CLP-frozen-151103-20	CLP	29.493	-2.0896	-0.37662	2.7532	6.2322	1.188	2.3595	-0.44143	-1.5725	-2.3898
singles-BM0828-CLP-frozen-151103-21	CLP	27.025	-1.1452	0.8769	2.7763	6.1015	0.52291	2.3611	-0.53338	-1.4067	-2.4028
singles-BM0828-CLP-frozen-151103-24	CLP	21.515	-0.27706	1.74	1.7587	5.7897	0.35762	2.641	-0.67592	-1.3122	-2.1198
singles-BM0828-CLP-frozen-151103-25	CLP	22.216	-0.28528	1.8218	1.8439	5.6426	0.03099	2.538	-0.63377	-1.5782	-2.1762
singles-BM0828-CLP-frozen-151103-27	CLP	24.401	-1.0807	0.94528	1.9745	5.9005	0.80592	2.764	-0.49974	-1.5417	-2.2062
singles-BM0828-CLP-frozen-151103-28	CLP	29.461	-1.419	0.7187	3.2816	5.6522	0.71498	2.7237	-0.36573	-1.7654	-2.2779
singles-BM0828-CLP-frozen-151103-29	CLP	24.495	-0.80438	1.506	2.5124	6.0961	0.44443	2.4579	-0.52375	-1.3572	-2.1911
singles-BM0828-CLP-frozen-151103-30	CLP	22.905	-1.2773	1.3333	2.2966	5.9721	0.76362	2.8356	-0.6264	-1.5685	-2.2241
singles-BM0828-CLP-frozen-151103-31	CLP	34.733	-2.7372	-1.1845	3.9518	5.4282	1.2178	1.224	-0.4282	-1.3447	-2.4396
singles-BM0828-CLP-frozen-151103-32	CLP	32.498	-1.6331	0.075498	5.7377	4.7239	1.2915	1.4418	-0.20099	-2.0037	-1.9318
singles-BM0828-CLP-frozen-151103-33	CLP	29.441	-2.4441	0.42788	3.5636	6.172	0.87098	2.536	-0.1396	-1.8335	-2.2146
singles-BM0828-CLP-frozen-151103-34	CLP	24.997	-0.66669	1.1359	2.7337	6.1618	0.48995	2.5422	-0.38595	-1.6156	-2.1568
singles-BM0828-CLP-frozen-151103-35	CLP	27.177	-2.3797	0.14023	2.7932	6.385	1.3322	2.5433	-0.31751	-1.475	-2.3263
singles-BM0828-CLP-frozen-151103-39	CLP	25.634	-1.2253	0.94194	2.3286	5.7887	0.4242	2.8088	-0.72259	-1.4331	-2.2916
singles-BM0828-CLP-frozen-151103-40	CLP	28.415	-1.9853	0.6287	3.3221	6.1776	0.84401	2.6078	-0.48265	-1.688	-2.3343
singles-BM0828-CLP-frozen-151103-45	CLP	20.617	-0.3175	1.6639	1.6284	5.9048	-0.15799	2.2886	-0.79828	-1.4609	-2.1672
singles-BM0828-CLP-frozen-151103-46	CLP	33.607	-1.7542	0.66326	5.3331	4.5623	0.64614	1.1588	-0.49662	-1.9041	-2.0343
singles-BM0828-CLP-frozen-151103-47	CLP	26.795	-1.38	0.76789	2.7227	6.2172	0.80312	2.4466	-0.48066	-1.3998	-2.3488
singles-BM0828-CLP-frozen-151103-48	CLP	33.339	-3.0923	-1.8954	3.5276	5.833	1.5975	1.4609	-0.69418	-1.1008	-2.3571
singles-BM0828-CLP-frozen-151103-50	CLP	24.281	-0.95431	1.6062	2.1123	5.7411	0.22787	2.5952	-0.68757	-1.5183	-2.1815
singles-BM0828-CLP-frozen-151103-52	CLP	26.47	-1.2093	0.66759	3.2528	6.384	1.077	2.4324	-0.24827	-1.5465	-2.3442
singles-BM0828-CLP-frozen-151103-54	CLP	28.11	-1.8263	0.47221	3.0081	6.2995	0.79484	2.4162	-0.40309	-1.6139	-2.3175
singles-BM0828-CLP-frozen-151103-55	CLP	27.103	-1.7895	0.51807	3.2618	6.3214	1.2321	2.6263	-0.38144	-1.7113	-2.2385
singles-BM0828-CLP-frozen-151103-59	CLP	32.951	-2.1329	0.73755	3.9138	5.2627	0.18769	2.0188	-0.41345	-1.7005	-2.4188
singles-BM0828-CLP-frozen-151103-61	CLP	26.788	-1.3344	0.7076	2.5423	6.092	0.85663	2.5213	-0.22719	-1.5675	-2.2971
singles-BM0828-CLP-frozen-151103-62	CLP	28.187	-2.0153	0.64751	2.8833	6.1395	0.94573	2.4367	-0.61164	-1.4849	-2.4271
singles-BM0828-CLP-frozen-151103-64	CLP	34.541	-2.8555	-1.6681	4.1876	5.7708	1.5418	1.6357	-0.4047	-1.5106	-2.3805
singles-BM0828-CLP-frozen-151103-65	CLP	29.373	-1.8565	0.38733	3.1469	6.1065	0.81968	2.4568	-0.63378	-1.4867	-2.3749
singles-BM0828-CLP-frozen-151103-67	CLP	33.092	-2.3509	-0.10809	4.3558	5.8695	1.1979	1.7657	-0.39568	-1.7854	-2.5351
