name	type	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
singles-PB1022-mono-160128-29	mono	29.408	-0.87213	-6.5897	3.0624	2.1156	1.3998	1.7283	-1.0092	-2.0249	-2.2947
singles-PB1022-mono-160128-30	mono	27.258	0.22043	-6.3336	2.8626	1.7702	1.9114	1.567	-1.0487	-1.9367	-2.2434
singles-PB1022-mono-160128-31	mono	29.642	-1.2463	-6.7948	2.945	2.4948	1.6313	1.6318	-0.83937	-1.9217	-2.3084
singles-PB1022-mono-160128-33	mono	27.815	-0.57083	-6.707	2.6592	1.9457	1.2907	1.5932	-1.043	-2.0578	-2.2886
singles-PB1022-mono-160128-34	mono	27.474	-0.29098	-6.7196	2.9434	1.5219	0.87179	1.6222	-1.0557	-1.9583	-2.4127
singles-PB1022-mono-160128-35	mono	27.088	0.10397	-6.6888	2.4655	1.8037	1.263	1.6513	-1.0257	-1.8492	-2.3456
singles-PB1022-mono-160128-37	mono	29.454	-1.0348	-6.7118	2.8759	2.4282	1.5779	1.6671	-0.87835	-1.9643	-2.2894
singles-PB1022-mono-160128-38	mono	28.168	-0.41404	-6.7192	2.8335	2.0595	1.5079	1.6398	-0.99094	-1.993	-2.2598
singles-PB1022-mono-160128-39	mono	30.283	-1.7556	-6.5862	2.8966	2.8413	1.9375	1.4896	-0.82815	-1.8424	-2.2711
singles-PB1022-mono-160128-43	mono	27.931	-0.28496	-6.5634	2.5875	1.7929	1.066	1.5695	-1.1058	-1.9811	-2.2705
singles-PB1022-mono-160128-44	mono	29.63	-0.92416	-6.7941	2.9749	2.6252	1.3901	1.5383	-0.87971	-1.9969	-2.2223
singles-PB1022-mono-160128-46	mono	28.835	-0.9672	-6.622	2.8355	2.2982	1.5468	1.6019	-0.95969	-2.0855	-2.3423
singles-PB1022-mono-160128-47	mono	27.938	-0.14693	-6.4389	2.8241	1.8612	1.4455	1.7121	-1.0458	-1.971	-2.4159
singles-PB1022-mono-160128-48	mono	28.019	-0.25125	-6.6692	2.9517	1.7814	1.2928	1.6709	-1.0078	-1.9733	-2.3644
singles-PB1022-mono-160128-50	mono	27.847	-1.0006	-6.7591	2.5942	2.1836	1.6417	1.5189	-1.0313	-2.0033	-2.3014
singles-PB1022-mono-160128-51	mono	29.989	-1.4419	-6.6104	2.8848	2.7556	1.9332	1.6049	-0.59773	-1.9645	-2.256
singles-PB1022-mono-160128-52	mono	29.945	-1.3699	-6.7296	2.9858	2.6818	1.5989	1.7226	-0.86173	-1.9945	-2.304
singles-PB1022-mono-160128-53	mono	27.534	-0.34665	-6.4868	2.5441	1.9524	1.6357	1.5555	-1.065	-1.9614	-2.3675
singles-PB1022-mono-160128-54	mono	28.452	-0.64826	-6.6807	2.7932	2.3161	1.6292	1.5714	-1.0348	-1.9512	-2.2946
singles-PB1022-mono-160128-55	mono	29.893	-1.3723	-6.5831	2.9724	2.8091	1.9034	1.5591	-0.73247	-2.0082	-2.2969
singles-PB1022-mono-160128-56	mono	27.763	-0.19828	-6.7383	2.8091	2.1748	1.5082	1.5702	-0.89537	-2.0273	-2.367
singles-PB1022-mono-160128-57	mono	28.845	-0.3391	-6.3215	2.9193	1.916	1.521	1.6087	-1.0636	-2.0008	-2.2958
singles-PB1022-mono-160128-58	mono	26.621	-0.41676	-6.7491	2.2364	1.5931	1.3516	1.64	-1.0922	-1.8744	-2.2351
singles-PB1022-mono-160128-59	mono	27.676	-0.63697	-6.9622	2.6492	2.2304	1.5452	1.5572	-0.92645	-1.9183	-2.3141
singles-PB1022-mono-160128-61	mono	29.709	-1.2098	-6.7267	2.8892	2.6674	1.7197	1.5624	-0.75208	-1.9782	-2.2278
singles-PB1022-mono-160128-62	mono	28.783	-1.1034	-6.5278	2.8221	2.1706	1.1884	1.6685	-0.97592	-1.9078	-1.771
singles-PB1022-mono-160128-63	mono	29.113	-0.98121	-6.9442	2.9406	2.35	1.4655	1.7385	-0.92575	-1.8703	-2.2651
singles-PB1022-mono-160128-64	mono	31.26	-1.5383	-6.2118	3.1494	3.026	1.8803	1.6563	-0.7392	-2.0337	-2.3663
singles-PB1022-mono-160128-66	mono	29.143	-1.0016	-6.5471	2.9483	2.2604	1.5948	1.6414	-1.0467	-2.0222	-2.3391
singles-PB1022-mono-160128-68	mono	31.224	0.17342	-5.7504	4.1681	2.3683	1.4844	1.9162	-0.86903	-2.05	-2.5435
singles-PB1022-mono-160128-70	mono	29.667	-0.36181	-6.2471	3.3596	1.9209	1.3634	1.7545	-0.96985	-2.0094	-2.4937
singles-PB1022-mono-160128-72	mono	27.944	-0.12737	-6.92	2.501	1.8966	1.1329	1.6827	-0.74728	-1.8584	-2.2089
singles-PB1022-mono-160128-74	mono	28.68	-0.5989	-6.5866	2.7646	2.2839	1.6207	1.6894	-0.94308	-2.0086	-2.3007
singles-PB1022-mono-160128-75	mono	30.435	-2.0178	-5.0573	3.1767	2.9301	1.5915	1.589	-0.65529	-2.005	-1.4432
singles-PB1022-mono-160128-76	mono	28.79	-0.60836	-6.4231	2.8242	1.9971	1.53	1.7124	-1.0043	-2.031	-2.3425
singles-PB1022-mono-160128-78	mono	28.058	-0.40419	-6.5521	2.6428	2.0397	1.5276	1.6458	-0.98821	-2.0467	-2.2739
singles-PB1022-mono-160128-79	mono	27.841	-0.46924	-6.7153	2.5889	2.0615	1.286	1.5683	-1.0671	-2.0047	-2.281
singles-PB1022-mono-160128-81	mono	28.696	-0.68077	-6.8741	2.81	2.2232	1.4306	1.65	-0.88441	-1.94	-2.2104
singles-PB1022-mono-160128-82	mono	28.23	-0.50422	-6.5389	2.742	2.3236	1.6213	1.5085	-1.047	-2.0507	-2.3124
singles-PB1022-mono-160128-83	mono	28.13	-0.42296	-6.6429	2.9779	2.0188	1.7038	1.7017	-0.91526	-2.0126	-2.3489
singles-PB1022-mono-160128-84	mono	27.802	-0.52154	-6.6001	2.6799	1.8528	1.1955	1.5317	-1.2714	-1.9228	-2.2651
singles-PB1022-mono-160128-85	mono	29.757	-0.67542	-6.5392	3.1569	2.5689	1.7335	1.6421	-0.80356	-2.017	-2.3142
singles-PB1022-mono-160128-86	mono	28.764	-0.51537	-6.6424	2.9667	2.3625	1.6519	1.6618	-0.87491	-2.0516	-2.3069
singles-PB1022-mono-160128-89	mono	26.97	-0.27744	-6.7405	2.8518	1.7738	1.5117	1.5187	-1.1684	-2.0412	-2.1044
singles-PB1022-mono-160128-90	mono	28.036	-0.32208	-6.6729	2.6208	1.999	1.5144	1.6831	-0.91906	-1.9501	-2.2746
singles-PB1022-mono-160128-95	mono	29.712	-0.9678	-6.7499	3.4318	2.7431	1.5559	1.7267	-1.0342	-1.9995	-2.3469
singles-PB1022-mono-160128-96	mono	28.656	-0.89458	-6.9293	2.7149	2.2477	1.4586	1.6079	-0.82773	-1.9573	-2.2158
BM1077-LMPP-Frozen-160107-1	LMPP	37.105	-2.5589	-3.5756	5.3754	4.1453	0.77677	1.9237	0.18175	-1.6962	-2.2341
BM1077-LMPP-Frozen-160107-2	LMPP	36.607	-2.9684	-1.1872	4.9808	3.255	-0.2973	1.3489	-0.48678	-1.6446	-2.2884
BM1077-LMPP-Frozen-160107-4	LMPP	37.432	-2.5769	-3.2596	5.9354	4.0627	0.54122	1.7964	-0.15962	-1.7448	-2.2986
BM1077-LMPP-Frozen-160107-5	LMPP	37.914	-4.9455	-1.6546	5.6425	3.7907	0.21421	2.0356	-0.19223	-1.7079	-2.3496
BM1077-LMPP-Frozen-160107-9	LMPP	35.576	-2.7145	-1.1661	4.7251	2.6071	-0.78903	1.6361	-0.57924	-1.5972	-2.2144
BM1077-LMPP-Frozen-160107-11	LMPP	36.432	-2.9785	-1.8557	4.9198	2.8516	-0.54976	1.7443	-0.66625	-1.7962	-2.2842
BM1077-LMPP-Frozen-160107-12	LMPP	36.829	-3.054	-4.6771	4.744	4.0754	0.69497	1.9405	0.055374	-1.4944	-2.2023
BM1077-LMPP-Frozen-160107-13	LMPP	37.241	-3.7254	-1.2785	4.6575	3.7981	0.08452	1.2359	-0.40648	-1.4872	-2.2581
BM1077-LMPP-Frozen-160107-14	LMPP	37.33	-2.1802	-2.9054	5.0328	3.953	0.51861	1.6898	-0.01693	-1.3936	-2.4311
BM1077-LMPP-Frozen-160107-15	LMPP	36.406	-3.0178	-1.5552	5.1066	3.5902	-0.0011699	0.96015	-0.84035	-1.3987	-2.2216
BM1077-LMPP-Frozen-160107-16	LMPP	37.215	-2.1692	-3.2804	5.1386	3.2868	0.061962	1.7848	-0.28744	-1.3559	-2.3107
BM1077-LMPP-Frozen-160107-18	LMPP	37.89	-3.3009	-2.8666	5.0713	4.0798	0.66495	1.4249	-0.30553	-1.4927	-2.1174
BM1077-LMPP-Frozen-160107-19	LMPP	37.664	-3.9756	-1.3644	5.1266	3.2015	0.092285	1.7424	-0.33889	-1.7209	-2.1947
BM1077-LMPP-Frozen-160107-20	LMPP	37.813	-3.2192	-2.0258	5.4096	3.5419	0.18549	1.8412	-0.23698	-1.4671	-2.3265
BM1077-LMPP-Frozen-160107-21	LMPP	37.919	-4.1884	-3.3612	4.8479	4.0982	0.44926	1.9202	-0.6059	-1.2313	-2.1496
BM1077-LMPP-Frozen-160107-23	LMPP	38.276	-3.9029	-2.2387	5.1602	3.7836	0.36778	1.7165	-0.21742	-1.6841	-2.2799
BM1077-LMPP-Frozen-160107-24	LMPP	34.92	-2.181	-0.95545	4.7741	2.7161	-0.66068	1.1566	-0.84406	-1.682	-2.0952
BM1077-LMPP-Frozen-160107-25	LMPP	36.115	-2.5821	-0.79798	5.022	3.1346	-0.15242	1.1051	-0.42593	-1.7013	-2.1172
BM1077-LMPP-Frozen-160107-27	LMPP	35.622	-3.6657	-1.0615	4.7958	2.335	-0.76007	1.9516	-0.34684	-1.6126	-2.2203
BM1077-LMPP-Frozen-160107-28	LMPP	37.638	-2.9456	-1.7393	5.2383	3.6929	0.11399	1.7496	-0.29536	-1.6559	-2.2398
BM1077-LMPP-Frozen-160107-29	LMPP	37.407	-3.279	-1.2402	5.2087	3.8027	0.12853	1.5178	-0.41222	-1.472	-2.2085
BM1077-LMPP-Frozen-160107-30	LMPP	38.082	-5.3314	-2.1137	5.823	3.7486	0.26058	2.0042	-0.70886	-1.5639	-2.3975
BM1077-LMPP-Frozen-160107-31	LMPP	37.144	-2.5994	-2.8073	4.6674	3.541	-0.21193	1.6995	-0.17281	-1.5287	-2.3242
BM1077-LMPP-Frozen-160107-33	LMPP	35.633	-2.7754	-0.42644	4.5861	3.0846	-0.45087	1.2571	-0.53584	-1.7109	-2.2399
BM1077-LMPP-Frozen-160107-37	LMPP	36.765	-2.6537	-0.90358	5.3889	3.0222	0.10206	1.603	-0.33196	-1.8189	-2.1355
BM1077-LMPP-Frozen-160107-38	LMPP	37.766	-3.2181	-1.9562	5.5314	3.6855	0.38875	1.5724	-0.1613	-1.5686	-2.1978
BM1077-LMPP-Frozen-160107-39	LMPP	37.654	-2.3191	-2.4915	5.4036	3.79	0.72935	1.4559	-0.35332	-1.5288	-2.4278
BM1077-LMPP-Frozen-160107-40	LMPP	37.108	-2.6266	-1.3105	5.1873	3.7545	0.47211	1.2441	-0.36456	-1.3288	-2.2826
BM1077-LMPP-Frozen-160107-41	LMPP	34.92	-2.2908	-0.34357	4.9677	3.1981	-0.68148	1.2711	-0.70342	-1.5663	-2.2033
BM1077-LMPP-Frozen-160107-42	LMPP	35.587	-2.51	-0.4416	5.1888	3.1087	-0.30432	1.3434	-0.67653	-1.8661	-2.1719
BM1077-LMPP-Frozen-160107-43	LMPP	37.196	-2.9731	-1.8959	5.4016	3.5502	0.02258	1.3057	-0.37321	-1.4042	-2.2319
BM1077-LMPP-Frozen-160107-44	LMPP	37.367	-3.737	-1.2535	5.5044	3.4879	0.024588	1.6525	-0.33634	-1.8409	-2.2267
BM1077-LMPP-Frozen-160107-45	LMPP	36.835	-3.5596	-0.94827	5.4198	3.2517	0.042998	1.645	-0.10186	-1.9248	-2.142
BM1077-LMPP-Frozen-160107-46	LMPP	36.452	-2.8956	-0.53636	4.9465	3.5741	-0.11826	1.4127	-0.55528	-1.7379	-2.1919
BM1077-LMPP-Frozen-160107-47	LMPP	37.033	-2.5461	-1.0928	5.6515	4.1198	0.51746	1.6512	-0.18254	-1.8194	-2.3325
BM1077-LMPP-Frozen-160107-48	LMPP	37.741	-3.5231	-1.6764	5.1927	3.4089	0.17352	1.4923	-0.39048	-1.5336	-2.1534
BM1077-LMPP-Frozen-160107-49	LMPP	36.968	-3.0594	-1.5917	5.2217	3.6567	-0.24582	1.4274	-0.53125	-1.5845	-2.3462
BM1077-LMPP-Frozen-160107-50	LMPP	34.81	-1.815	-0.71735	5.3059	2.7527	-0.5302	1.1346	-0.62294	-1.5659	-2.0622
BM1077-LMPP-Frozen-160107-51	LMPP	37.379	-3.6702	-0.92475	5.392	3.8852	0.67615	1.5016	-0.56142	-1.9578	-2.2151
BM1077-LMPP-Frozen-160107-53	LMPP	36.439	-2.5243	-2.1194	4.617	2.722	-0.49965	1.5957	-0.40193	-1.5066	-2.3353
BM1077-LMPP-Frozen-160107-54	LMPP	37.02	-3.3083	-1.0167	5.1591	3.8457	0.018218	1.4985	-0.43461	-1.8505	-2.2018
BM1077-LMPP-Frozen-160107-55	LMPP	36.379	-3.7123	-1.4074	4.635	2.6092	-0.5871	1.6511	-0.58563	-1.6373	-2.1926
BM1077-LMPP-Frozen-160107-56	LMPP	37.434	-4.6484	-2.4277	4.9284	4.8847	1.1672	1.6057	-0.40035	-2.0458	-2.2533
BM1077-LMPP-Frozen-160107-57	LMPP	36.91	-3.242	-1.1441	5.5595	4.1472	0.50316	1.4886	-0.15325	-1.9428	-2.1228
BM1077-LMPP-Frozen-160107-58	LMPP	37.08	-2.6979	-1.4846	5.0756	3.1677	0.055535	1.4138	-0.69355	-1.7129	-2.3217
BM1077-LMPP-Frozen-160107-59	LMPP	37.827	-3.3669	-2.5679	5.0321	3.5112	-0.018591	1.7924	-0.28914	-1.5671	-2.1854
BM1077-LMPP-Frozen-160107-60	LMPP	37.065	-2.8718	-1.9238	5.2402	3.6353	-0.07461	1.4449	-0.087267	-1.474	-2.1451
BM1077-LMPP-Frozen-160107-61	LMPP	37.467	-3.1874	-2.2578	5.2726	3.209	-0.18525	1.8929	-0.30045	-1.6311	-2.3678
BM1077-LMPP-Frozen-160107-62	LMPP	35.784	-2.114	-0.96068	4.668	2.9005	-0.46908	1.4098	-0.62515	-1.6249	-2.3031
BM1077-LMPP-Frozen-160107-63	LMPP	36.345	-3.4584	-0.40195	4.96	3.2082	0.061503	1.1912	-0.21184	-1.7755	-2.0862
BM1077-LMPP-Frozen-160107-64	LMPP	37.946	-3.4073	-2.4633	5.1877	3.7096	0.13739	1.7994	-0.17058	-1.5918	-2.2292
BM1077-LMPP-Frozen-160107-66	LMPP	36.663	-3.1631	-0.3802	5.0967	3.2766	0.070213	1.5112	-0.54832	-1.8186	-2.2369
BM1077-LMPP-Frozen-160107-67	LMPP	36.613	-3.0796	-0.94265	4.8833	3.2223	0.0095545	1.1046	-0.5577	-1.7041	-2.2121
BM1077-LMPP-Frozen-160107-68	LMPP	36.197	-2.5887	-0.88178	5.4065	2.8592	-0.081138	1.5295	-0.62791	-1.9661	-2.2913
BM1077-LMPP-Frozen-160107-69	LMPP	38.201	-3.9247	-2.182	5.0867	3.4225	0.23859	1.8102	-0.32036	-1.6483	-2.2887
BM1077-LMPP-Frozen-160107-70	LMPP	38.197	-3.1683	-2.8039	5.062	3.7187	0.47152	1.665	-0.31304	-1.6882	-2.2904
BM1077-LMPP-Frozen-160107-71	LMPP	36.205	-2.6511	-0.80731	5.3095	3.2739	-0.16403	1.3164	-0.55531	-1.8559	-2.2891
BM1077-LMPP-Frozen-160107-72	LMPP	37.667	-3.3869	-1.5302	5.336	3.4245	0.10037	1.6188	-0.41534	-1.6766	-2.3123
BM1077-LMPP-Frozen-160107-73	LMPP	37.38	-3.0814	-1.6637	5.6049	4.0572	0.81209	1.5729	-0.25821	-1.9789	-2.1747
BM1077-LMPP-Frozen-160107-74	LMPP	37.32	-2.9559	-2.0473	5.3894	3.2496	0.13731	1.4989	-0.47556	-1.5607	-2.0474
BM1077-LMPP-Frozen-160107-75	LMPP	36.177	-2.5183	-1.6875	4.7407	3.017	-0.61539	1.4835	-0.50228	-1.5817	-2.3365
BM1077-LMPP-Frozen-160107-76	LMPP	37.484	-2.9589	-2.2054	5.3639	3.963	0.063161	1.5806	-0.33282	-1.3928	-2.1965
BM1077-LMPP-Frozen-160107-77	LMPP	37.474	-3.0541	-2.0965	5.0982	3.4881	-0.015248	1.4585	-0.4044	-1.4135	-2.2675
BM1077-LMPP-Frozen-160107-78	LMPP	37.68	-3.1829	-3.9933	5.0944	3.7496	0.45456	1.9631	-0.1307	-1.5205	-2.1747
BM1077-LMPP-Frozen-160107-81	LMPP	37.785	-3.759	-1.4766	5.1018	3.5259	0.059692	1.7433	-0.46671	-1.7338	-2.4097
BM1077-LMPP-Frozen-160107-82	LMPP	37.076	-2.1343	-2.4981	5.2476	3.2276	0.077212	1.4893	-0.65899	-1.5831	-2.0996
BM1077-LMPP-Frozen-160107-83	LMPP	38.176	-3.9397	-2.3623	4.8898	3.8671	0.5957	1.4584	-0.28122	-1.4115	-2.2303
BM1077-LMPP-Frozen-160107-85	LMPP	36.083	-2.6015	-0.39972	5.2019	3.1908	-0.0092977	1.4539	-0.61953	-1.9316	-2.1521
BM1077-LMPP-Frozen-160107-86	LMPP	36.601	-3.3263	-0.83788	4.8995	3.1146	-0.10026	1.2245	-0.68797	-1.5442	-2.2362
BM1077-LMPP-Frozen-160107-87	LMPP	36.68	-3.1089	-0.80076	5.3701	3.171	0.033502	1.582	-0.5342	-1.992	-2.2677
BM1077-LMPP-Frozen-160107-90	LMPP	38.169	-4.0381	-2.3338	5.1502	3.9819	0.37594	1.5455	-0.43555	-1.4448	-2.2271
BM1077-LMPP-Frozen-160107-91	LMPP	37.799	-3.4383	-3.9197	4.8187	3.5774	0.51054	1.8645	-0.11272	-1.4367	-2.1745
BM1077-LMPP-Frozen-160107-96	LMPP	38.1	-3.8544	-2.0497	5.163	4.0449	0.32919	1.5846	-0.34048	-1.7172	-2.3392
singles-BM0106-HSC-LS-160219-1	HSC	36.718	-6.6751	-0.98773	4.1356	2.6275	1.1607	1.5911	-0.49353	-1.3213	-2.1975
singles-BM0106-HSC-LS-160219-2	HSC	37.609	-6.1563	-1.2378	4.4887	3.5212	1.3237	1.4013	-0.57923	-1.5149	-2.3943
singles-BM0106-HSC-LS-160219-3	HSC	36.647	-7.5774	-0.80506	4.482	3.1171	1.5501	1.7562	-0.41503	-1.4864	-2.2662
singles-BM0106-HSC-LS-160219-4	HSC	36.488	-7.3251	-2.3262	3.946	3.1594	1.5552	1.8288	-0.58892	-1.1583	-2.3407
singles-BM0106-HSC-LS-160219-5	HSC	35.502	-5.9782	-1.6541	3.9949	2.7771	1.1727	1.3828	-1.0374	-0.81354	-2.4093
singles-BM0106-HSC-LS-160219-7	HSC	34.084	-5.1555	-0.37926	3.0918	1.4886	0.63641	2.069	-0.065362	-1.6112	-2.1306
singles-BM0106-HSC-LS-160219-8	HSC	37.393	-5.8686	-0.98026	4.6565	2.9907	0.57045	1.5962	-0.47733	-1.6202	-2.3267
singles-BM0106-HSC-LS-160219-9	HSC	36.89	-7.2192	-1.1222	4.4005	2.8584	1.1539	1.9181	-0.54725	-1.4958	-2.338
singles-BM0106-HSC-LS-160219-10	HSC	31.983	-8.192	0.43924	3.471	1.265	1.0131	2.0425	-0.46907	-1.2528	-2.0707
singles-BM0106-HSC-LS-160219-12	HSC	37.195	-6.8729	-0.94274	4.7053	2.9649	1.115	1.8394	-0.38847	-1.5276	-2.3697
singles-BM0106-HSC-LS-160219-14	HSC	37.029	-6.5279	-1.0449	4.6653	3.0666	1.1101	2.0353	-0.18967	-1.8463	-2.2893
singles-BM0106-HSC-LS-160219-18	HSC	35.969	-7.2747	-0.90899	4.0874	2.4081	1.0835	2.1297	-0.35084	-1.574	-2.3266
singles-BM0106-HSC-LS-160219-20	HSC	37.224	-5.958	-1.089	4.0822	3.0062	1.0796	1.715	-0.14749	-1.5359	-2.1475
singles-BM0106-HSC-LS-160219-23	HSC	35.884	-6.3224	-0.51641	4.5775	2.1816	0.88468	2.1801	-0.28026	-1.6925	-2.2261
singles-BM0106-HSC-LS-160219-25	HSC	37.271	-6.6982	-1.6293	4.6965	2.9127	1.2217	2.216	-0.26028	-1.7103	-2.2656
singles-BM0106-HSC-LS-160219-26	HSC	37.439	-7.1052	-1.3532	4.5535	3.3384	1.3131	1.8342	-0.35258	-1.4706	-2.2482
singles-BM0106-HSC-LS-160219-27	HSC	36.517	-7.0275	-0.29672	4.3037	2.9597	1.1263	1.7219	-0.31359	-1.7703	-2.2672
singles-BM0106-HSC-LS-160219-28	HSC	35.933	-6.8829	-0.44488	3.9931	2.4414	1.2601	1.8994	-0.14277	-1.5764	-2.1296
singles-BM0106-HSC-LS-160219-30	HSC	36.139	-7.2369	-0.64364	4.3969	2.403	1.0238	1.9272	-0.50634	-1.5878	-2.3392
singles-BM0106-HSC-LS-160219-32	HSC	36.388	-6.8777	-0.40505	4.2301	2.6516	0.87738	1.7586	-0.43756	-1.687	-2.317
singles-BM0106-HSC-LS-160219-33	HSC	36.678	-7.6703	-1.4146	4.6679	2.9162	1.4997	2.0194	-0.54958	-1.4954	-2.2332
singles-BM0106-HSC-LS-160219-34	HSC	36.496	-7.1131	-0.84695	4.3296	2.557	1.1892	1.7803	-0.44474	-1.4715	-2.2551
singles-BM0106-HSC-LS-160219-35	HSC	35.186	-7.3743	-0.73991	4.0621	2.0332	1.0925	2.1667	-0.23914	-1.4655	-2.2587
singles-BM0106-HSC-LS-160219-37	HSC	37.13	-6.6506	-0.87502	4.4223	2.9994	1.2196	1.9462	-0.24987	-1.5708	-2.2975
singles-BM0106-HSC-LS-160219-38	HSC	36.022	-6.828	-0.57731	4.4803	2.3028	0.7174	2.0442	-0.44037	-1.5099	-2.3372
singles-BM0106-HSC-LS-160219-39	HSC	37.109	-7.0105	-0.90472	4.558	3.06	1.274	1.8256	-0.25959	-1.6365	-2.2272
singles-BM0106-HSC-LS-160219-40	HSC	36.339	-6.8364	-0.98471	4.4569	2.4532	0.9343	2.1805	-0.1915	-1.7063	-2.2545
singles-BM0106-HSC-LS-160219-41	HSC	34.893	-8.2576	-0.2879	4.2315	2.4168	0.88646	1.9974	-0.66659	-1.4935	-2.3444
singles-BM0106-HSC-LS-160219-42	HSC	37.342	-6.7824	-1.0638	4.5016	3.4093	1.6204	1.6516	-0.33858	-1.6322	-2.3483
singles-BM0106-HSC-LS-160219-43	HSC	36.394	-6.1789	-1.2919	3.9853	2.2202	0.80826	1.9249	-0.42413	-1.4665	-2.3467
singles-BM0106-HSC-LS-160219-44	HSC	37.211	-6.4572	-0.88182	4.3138	3.0191	1.187	1.7767	-0.28368	-1.5144	-2.2535
singles-BM0106-HSC-LS-160219-45	HSC	36.828	-7.5118	-1.7764	4.3656	3.568	1.8232	1.7272	-0.57131	-1.3346	-2.3399
singles-BM0106-HSC-LS-160219-46	HSC	35.959	-8.016	-1.3819	4.5259	2.5848	1.3198	2.1034	-0.7048	-1.4759	-2.2398
singles-BM0106-HSC-LS-160219-47	HSC	35.811	-7.1054	-0.26252	4.403	2.861	1.2198	2.1266	-0.032116	-1.9544	-2.2217
singles-BM0106-HSC-LS-160219-49	HSC	36.937	-6.6664	-1.0888	4.2942	2.6418	1.1944	1.8524	-0.34471	-1.5911	-2.3198
singles-BM0106-HSC-LS-160219-52	HSC	36.492	-7.4624	-0.46387	4.6004	2.9706	1.3141	1.8843	-0.29177	-1.5445	-2.2582
singles-BM0106-HSC-LS-160219-54	HSC	36.43	-6.2279	-0.72841	3.8892	2.6486	1.3582	1.8942	-0.094773	-1.6557	-2.3011
singles-BM0106-HSC-LS-160219-55	HSC	37.151	-6.3028	-0.5405	4.661	3.0868	0.72655	1.8607	-0.33708	-1.6766	-2.2663
singles-BM0106-HSC-LS-160219-56	HSC	36.879	-7.3031	-1.1171	4.4349	2.9323	1.2537	1.9556	-0.43078	-1.4369	-2.2125
singles-BM0106-HSC-LS-160219-57	HSC	37.069	-7.3037	-1.1191	4.5249	3.0507	1.0277	1.7652	-0.2992	-1.4866	-2.2883
singles-BM0106-HSC-LS-160219-58	HSC	36.233	-7.5856	-0.90686	4.6348	2.6138	0.68857	1.8874	-0.69918	-1.5292	-2.2569
singles-BM0106-HSC-LS-160219-59	HSC	36.927	-6.6277	-0.54409	4.4188	2.9063	1.1585	1.8632	-0.32935	-1.6437	-2.3209
singles-BM0106-HSC-LS-160219-60	HSC	35.9	-7.2416	-0.67509	4.7055	2.5138	0.26292	1.871	-0.57202	-1.635	-2.2327
singles-BM0106-HSC-LS-160219-62	HSC	36.21	-7.1793	-0.91817	4.5103	2.4965	1.4374	2.0944	-0.28202	-1.5427	-2.3768
singles-BM0106-HSC-LS-160219-63	HSC	36.537	-6.301	-1.1695	4.5559	2.6018	0.66972	2.1962	-0.058337	-1.8219	-2.2518
singles-BM0106-HSC-LS-160219-64	HSC	37.21	-7.0648	-0.9211	4.7744	3.1288	1.0144	1.8992	-0.34473	-1.7292	-2.2611
singles-BM0106-HSC-LS-160219-65	HSC	36.99	-7.0988	-1.0916	4.683	2.9092	1.3735	2.0453	-0.3877	-1.6137	-2.2896
singles-BM0106-HSC-LS-160219-66	HSC	36.12	-6.4143	-1.0835	4.3543	2.3115	0.95927	2.2843	-0.10239	-1.7373	-2.2821
singles-BM0106-HSC-LS-160219-69	HSC	37.411	-6.3305	-1.4893	4.1734	3.1139	1.294	1.7706	-0.14865	-1.5771	-2.2991
singles-BM0106-HSC-LS-160219-70	HSC	36.668	-5.7643	-0.36006	4.2376	2.5451	1.0512	1.6505	-0.45923	-1.4304	-2.1675
singles-BM0106-HSC-LS-160219-71	HSC	36.42	-7.2465	-0.79641	4.161	2.7442	1.3352	1.9325	-0.22981	-1.6331	-2.1922
singles-BM0106-HSC-LS-160219-73	HSC	37.136	-6.9179	-0.88602	4.5369	3.524	1.2215	2.0462	-0.059185	-1.7135	-2.3768
singles-BM0106-HSC-LS-160219-74	HSC	35.301	-7.1362	-0.87532	3.9144	2.1041	1.1675	2.2924	-0.43704	-1.4515	-2.1708
singles-BM0106-HSC-LS-160219-75	HSC	36.304	-5.6636	-0.46282	4.3136	2.7868	0.87627	1.9731	0.18595	-1.8199	-2.1434
singles-BM0106-HSC-LS-160219-76	HSC	35.592	-6.7005	-0.93449	3.9608	2.4789	1.62	2.2725	-0.34571	-1.9167	-2.4961
singles-BM0106-HSC-LS-160219-77	HSC	36.51	-6.2637	-0.54518	4.4637	2.508	0.98308	2.0621	-0.53807	-1.6866	-2.319
singles-BM0106-HSC-LS-160219-78	HSC	37.149	-6.3657	-1.3475	4.2381	2.8374	1.1263	1.7384	-0.43103	-1.3743	-2.4018
singles-BM0106-HSC-LS-160219-79	HSC	35.92	-6.9901	-0.49628	4.1929	2.3332	1.0464	2.0366	-0.47673	-1.4518	-2.2393
singles-BM0106-HSC-LS-160219-82	HSC	36.311	-6.2684	-0.71261	4.1017	2.3001	0.87045	1.9166	-0.23772	-1.5404	-2.1556
singles-BM0106-HSC-LS-160219-83	HSC	35.239	-7.2057	-0.80222	3.8102	2.2194	1.3553	2.1992	-0.16676	-1.5192	-2.2887
singles-BM0106-HSC-LS-160219-85	HSC	35.452	-7.5059	-1.1164	4.263	2.1421	1.1368	2.2923	-0.34373	-1.6676	-2.2571
singles-BM0106-HSC-LS-160219-86	HSC	36.436	-7.5013	-0.96146	4.3147	2.9233	1.2584	2.1225	-0.18074	-1.5899	-2.2776
